154.776,1.168,2.718,11.119,4.834,4.618197688,0
154.098,0.365,2.758,11.867,5.49,4.176830783,0
157.543,2.088,2.723,16.816,4.88,4.603125289,0
156.148,2.15,2.748,14.25,5.112,3.366097067,0
154.375,1.672,2.692,11.005,4.801,4.641920659,0
164.037,3.471,2.732,15.757,4.76,3.710061318,0
158.232,1.204,2.699,11.224,5.042,4.501637092,0
157.061,0.726,2.694,11.505,5.117,4.192953603,0
156.748,2.54,2.697,21.118,4.824,4.044864302,0
163.549,2.318,2.752,12.717,5.018,3.776477806,0
158.393,0.869,2.712,14.027,5.024,4.737087739,0
155.325,0.811,2.707,20.419,4.836,3.392174079,0
162.278,4.224,2.707,18.395,4.882,4.393080405,0
164.182,-1.695,2.734,16.412,4.752,4.627382859,0
156.256,1.201,2.731,11.417,4.932,4.16217504,0
159.533,0.049,2.695,11.33,5.139,4.331420696,0
161.512,1.274,2.707,11.453,4.764,4.269374018,0
154.852,0.827,2.732,12.116,5.024,3.559872048,0
155.665,1.618,2.714,13.861,4.921,4.686275119,0
154.224,1.635,2.746,16.896,5.515,4.181046841,0
155.964,1.256,2.702,10.838,4.785,4.123640451,0
166.907,7.394,2.691,17.733,4.668,2.384319358,0
157.534,1.887,2.722,20.294,4.793,4.488691952,0
156.457,0.311,2.72,13.239,4.922,4.495616663,0
157.848,2.225,2.719,13.851,4.826,3.907399482,0
157.714,-0.074,2.703,11.911,4.823,4.621984999,0
171.184,-0.963,2.715,19.568,4.92,4.024435257,0
156.648,2.447,2.707,10.536,4.74,4.233826444,0
158.459,5.144,2.718,22.603,4.956,4.867929727,0
154.675,0.11,2.712,9.923,4.929,3.459450239,0
156.33,0.85,2.712,9.57,5.009,4.627640881,0
158.172,3.372,2.707,22.959,4.88,3.773684147,0
154.233,1.821,2.719,16.634,5.063,3.336777033,0
156.522,0.853,2.712,8.95,4.802,4.601554026,0
157.972,0.653,2.721,11.936,4.921,4.206433377,0
158.089,3.22,2.724,17.862,5.025,3.058058769,0
156.159,1.005,2.71,11.969,5.159,4.602869337,0
155.297,2.391,2.725,11.877,5.069,3.562454059,0
157.577,0.406,2.687,16.792,4.972,4.524316799,0
157.872,0.797,2.704,11.695,5.005,4.616310965,0
159.238,0.28,2.708,8.387,5.12,4.294554663,0
159.791,2.597,2.753,19.519,4.856,3.687516922,0
156.908,2.418,2.699,16.428,4.79,3.91577476,0
161.279,0.228,2.71,12.837,4.87,4.605284376,0
157.121,1.56,2.728,12.07,4.785,4.089947515,0
155.655,1.396,2.714,14.569,5.024,4.053748776,0
155.739,1.551,2.732,14.924,4.958,3.29510045,0
172.362,0.773,2.706,17.069,5.243,3.805219461,0
156.958,0.299,2.662,14.237,4.671,4.613708396,0
156.865,2.735,2.715,10.336,4.757,4.20816731,0
159.923,0.882,2.674,18.71,4.906,3.942838077,0
158.9,1.906,2.693,21.729,5.385,3.188362549,0
151.503,1.714,2.708,10.403,5.012,3.098932928,0
155.172,1.343,2.74,11.422,5.071,4.479729553,0
158.309,0.791,2.699,11.165,4.868,4.42693307,0
160.921,1.783,2.71,11.532,4.836,3.656098585,0
155.361,1.749,2.719,10.642,4.816,2.853552814,0
155.877,0.628,2.724,10.562,5.119,3.818571212,0
157.22,2.061,2.718,11.474,5.168,3.469159912,0
157.937,1.122,2.699,12.079,5.088,3.374799102,0
156.916,1.998,2.684,24.631,4.641,3.755555951,0
157.263,1.491,2.691,13.653,5.024,3.363852185,0
163.884,0.946,2.701,14.711,4.702,3.259742679,0
156.587,1.821,2.781,13.295,5.068,3.778557921,0
157.312,0.652,2.727,15.349,4.793,4.625670329,0
157.787,1.55,2.722,21.136,4.942,4.299217927,0
154.995,1.593,2.705,10.448,5.082,3.001683965,0
159.272,2.001,2.717,16.109,4.765,3.049676504,0
157.019,0.542,2.692,10.374,5.244,4.436325278,0
168.593,6.02,2.693,11.171,4.796,3.010441164,0
156.195,1.649,2.718,23.143,5.056,4.614676292,0
157.027,-0.058,2.679,11.109,4.657,4.459448626,0
163.397,0.365,2.697,10.372,4.951,3.634055366,0
154.972,2.409,2.723,10.565,4.86,3.213191449,0
157.266,2.818,2.66,11.435,5.118,4.581485697,0
153.925,0.434,2.721,16.775,4.718,4.609769351,0
157.709,0.857,2.705,11.973,5.049,4.581371442,0
156.56,1.493,2.741,16.183,4.782,4.471759074,0
157.215,1.172,2.689,11.178,4.893,4.438048016,0
155.222,1.682,2.735,7.22,4.755,4.108249708,0
152.293,0.274,2.709,10.478,4.712,4.602059991,0
155.331,0.683,2.697,14.683,4.754,4.223749331,0
155.187,1.554,2.7,12.48,4.729,4.475607245,0
162.097,-1.161,2.706,16.835,4.721,4.595204243,0
156.699,1.085,2.697,9.952,5.139,4.565550379,0
161.486,0.117,2.728,13.891,4.836,4.620407285,0
157.126,1.479,2.704,15.247,5.257,4.708397358,0
154.614,0.848,2.688,11.712,4.793,4.165682704,0
159.671,2.401,2.675,24.39,5.181,3.28614175,0
156.872,1.18,2.701,13.46,4.726,3.454089903,0
157.703,1.085,2.719,17.055,4.858,4.617598448,0
155.937,1.085,2.684,13.459,5.258,4.425971995,0
157.163,1.739,2.782,12.927,4.991,3.867701131,0
158.521,3.387,2.676,22.023,5.262,3.666629067,0
163.865,2.024,2.732,21.803,5.124,3.736214937,0
161.761,-0.096,2.693,11.051,4.661,4.209974534,0
162.755,2.646,2.673,21.643,4.773,3.621834601,0
164.56,10.177,2.731,22.267,4.764,2.446325871,0
156.453,1.158,2.701,16.082,4.848,4.372057719,0
175.873,5.232,2.729,24.9,4.937,3.965438122,0
156.653,1.59,2.685,14.137,4.945,3.705548221,0
161.45,1.802,2.691,10.738,4.785,4.622909943,0
154.574,1.068,2.72,10.782,5.112,4.626358735,0
158.439,1.242,2.685,13.635,4.701,3.780731171,0
160.438,2.514,2.723,12.266,4.85,3.799811607,0
159.613,1.644,2.708,19.559,4.851,3.793824596,0
160.457,2.771,2.683,14.91,4.784,3.188668391,0
154.411,0.881,2.69,11.148,5.228,3.647206673,0
161.011,1.16,2.718,9.317,5.198,3.297906856,0
162.932,3.289,2.727,14.598,4.998,4.108970244,0
157.613,0.85,2.702,12.304,4.915,4.473574492,0
153.489,2.159,2.715,10.312,4.883,4.590855238,0
157.217,1.879,2.665,18.109,5.086,4.108149201,0
161.031,1.873,2.712,13.747,4.741,4.623437682,0
155.755,0.602,2.714,11.312,5.019,3.57003924,0
157.607,1.786,2.711,15.343,5.005,4.67650557,0
159.197,0.712,2.722,14.352,4.776,4.609327732,0
162.284,3.906,2.726,13.23,4.944,2.666062856,0
172.312,0.224,2.768,12.38,4.927,3.544591984,0
157.987,-0.579,2.734,11.828,5.123,3.787162955,0
153.741,1.704,2.722,13.286,4.957,4.58679936,0
161.478,3.217,2.736,16.418,4.844,4.010657509,0
158.785,1.79,2.699,12.301,5.512,3.014900066,0
156.916,1.998,2.684,24.631,4.641,3.755555951,0
152.361,1.329,2.712,9.577,5.036,3.288691346,0
156.857,0.336,2.729,10.295,4.87,4.338473347,0
155.631,1.691,2.728,21.316,5.04,4.467770725,0
159.238,0.28,2.708,8.387,5.12,4.294554663,0
157.43,1.82,2.709,22.124,4.975,4.616998705,0
156.479,0.891,2.719,8.788,4.79,4.627454233,0
155.172,1.343,2.74,11.422,5.071,4.479729553,0
155.239,0.825,2.712,9.727,5.131,4.337634721,0
155.046,0.61,2.691,17.504,4.822,4.163516212,0
154.249,0.538,2.718,12.737,4.922,3.618476424,0
157.178,0.536,2.707,14.601,4.792,4.588217773,0
159.724,0.745,2.719,15.252,5.027,4.496483174,0
156.909,0.895,2.705,12.825,5.183,3.773882725,0
171.098,-1.144,2.742,15.625,4.789,4.052670015,0
165.978,0.66,2.709,18.51,4.865,4.572877722,0
155.665,1.841,2.717,13.297,4.843,4.447977067,0
162.154,-0.386,2.712,18.946,4.695,4.424371825,0
157.841,0.21,2.718,15.376,4.745,3.993292206,0
165.533,1.452,2.727,11.085,5.065,3.617212611,0
154.208,1.983,2.694,10.376,4.677,4.502097737,0
156.777,5.439,2.667,19.98,5.221,3.833118732,0
157.504,0.298,2.666,14.69,4.63,4.615564294,0
158.854,1.083,2.717,19.719,4.775,3.150726974,0
152.106,1.328,2.746,13.769,5.229,3.432279321,0
157.423,0.531,2.718,17.269,4.855,4.559804129,0
156.863,0.421,2.702,17.798,4.882,4.543159394,0
159.107,0.513,2.706,16.565,5.153,3.755968105,0
163.874,3.427,2.726,15.755,4.868,3.144439073,0
161.761,-0.096,2.693,11.051,4.661,4.209974534,0
159.772,0.543,2.705,10.22,5.13,3.924565568,0
155.703,0.808,2.698,12.981,4.925,4.415346147,0
